comment_text,label
"Tried to be productive (look at my contributions) but hit my head against a wall of spoiled greek children (or probably under pay from Greek Government) that purposely keep vandalizing the Albania related pages and keep iritating the albanian editors until they explode and get banned. As a historian I blush with what I find quoted as reliable information on the wikipedia pages and the quality  of the editors and sources. Time to move to the French pages (a lot of readers there), still 5 more languages to go. Till next time.Wikipedia sucks! .",1
"""You know, I was thinking...

Nobody really attacked me before I revealed my age here.  After I announced that I was 14, I was subject to a constant storm of harassment and abuse.

The same thing goes for when I was on The Sandbox when I was 11.  Before people knew my age, they didn't care.  After I told them my age, they hated me.

It's just so amusing how the idiot Soapboxers think of teenagers as being responsible for the """"decline"""" of The Soapbox (like it was ever any good to begin with).  This is funny, because the adults are the dumbest people here.  Mauricio, Chuppah, Redneckgirl, Pinky, Scooby, GG, ForeverLostTinkerbell, greenrabbit, StarRocketsInFlight, Bree-Robinson, enigma-72, CocaineNightmares, TokyoDome, Chad_Ocho-Cinco, Steve Lake...

...all adults.

The teenage posters here are typically the smartest ones.  Let's see... G-Dawg, Head_Banging_Brunette, ClassicAge, Metropolis (even though he's a bipolar weirdo), ChrisScript, just to name a few.

All I ever see adults posting is """"rate my poo!!1!"""", """"my ballz smell funny"""", """"whoz hawter: me or ur mom???//?/?"""", """"i like to rape little girls"""", and """"HEY GUYZ LOOK AT ME IM AN ATTENTION WHORE!!!!11!!1!""""  The adult posters here are immature, moronic, savage bullies with the mental capacity of a retarded 4-year-old.

Whereas, most of the teenagers here are thoughtful, intelligent, mature, and often profound.  But they're subject to constant schoolyard bullying by the idiot adult posters who think they're somehow superior because they were born (and dropped on their head) earlier.

Soapbox logic never fails to amuse me...
""",1
"Wikipedia is full of fools. Who takes money and makes people work for free?  Wikipedia!!! You might as well ban me, you fool. What's taking so long? Wiki is a stupid place, it's Jimbo's Cult.",1
"FisherQueen, would you kindly stop following my every move and deleting things off MY user page. Havent you got anything better to do than piss people off on Wikipedia.",1
"""

 SR/CL: 

U bud bin A-way. Like long time like time outa mind long.  Gooood shit but mo' latah an dat.  Soon az Ah gitz back heah sum a de brotherz 'n sistahs 
sez """"Hance dead or alive?  We're about to send a Zion Ranger to check on his condition.""""  Ah sez """"Whoa! Led me gib him a holler.""""  Dis me hollerin Bro. 
De Zion Rangerz be dem dat do most a' de walkin tru wallz.  Not all but most. De wall walkin dude ain gonna do R Bro no harm, he jes be checkin.  
EE-ben so a gentle remindah kum fuhst.  U be readin id. A leedle postin a dis 'n dat go down GOOD.  Doan fohget to cut sum ZZzz aftah a tad a postin. 
Sleep good 'n doan fergit ta dream. Sumptin might kum jes ta BDH all wrapt roun wid delta wave 'n a kupla otha' carrierz what we diz-cuss lAtah. Chow, Bro.""",1
"Ha! 

There wasn't a BLP violation in the comments you oversited. I didn't call anyone anything. Your abuse of admin tools is pathetic and cowardly. Funny how I talk about fascists controlling the Gamergate article and you completely delete it from the history. You just proved my point. The one thing I DID do was link to the supposed death threat that Brianna Wu was peddling to the media, which proved it was a complete fiction. That's the problem you have - you don't want your anti-Gamergate lies being exposed.",1
"Bleh. I'm all out of ideas. Is there really something wrong with the server or what? The damn thing won't work for me, either Helvetica_font_new.svg (my upload of Segoe UI was actually a PNG to begin with...)",1
"""

No!  This is a GROUP EFFORT!  Wikipedia is a collaborative COMMUNITY and there are no school essays here.  The article needs to be more professional and adopt a better title besides the references.  This is all that needs to be done, so get off your high horse and accomplish what you want to see done.  If you have these goals, then put yourself to the test of solving this problem.  That's what I do whenever something perturbs me.  You're just looking for a fight about something you admittedly care nothing about.  How about I come by your house and criticise your gardens?  """"Why?"""" You say.  """"Because they are too fucking ugly and I don't like the way they  don't blend in with the neighbours' yards.  So tacky, but I'm only passing by and I've never been down this road before.""""   15:24, 25 Feb 2005 (UTC)""",1
"You Need To Stop. 

What difference does it make if the episodes of ANY show have their own articles? You're acting like a major geek. Will WP collapse within itself if it's not perfect? I think the Joker said it best when he said:

THE ONLY SENSIBLE WAY TO LIVE IN THIS WORLD IS WITHOUT RULES

And don't EVEN try to tell me that WP would be terrible without rules. You can have moderators to stop vandalism, JUST STOP FUCKING REDIRECTING. It's getting on my nerves, along with about 75% of WP users.",1
"""

You have evidence from ME!  I presented you with tone of evidence, but you reject it because it goes against your fictional ideas of what New England is or should be.  Even eastern(southeast anyway) CT is not into this New England thing, which actually shocked me!  I have told you time and again, western CT does not think of ourselves in this NE thing.  Go to a town meeting and see if Boston or NE comes up.  CT and it's place in the NYC metro area is what comes up.  You are doing nothing but telling lies and spreading propaganda.  It has to be because you dismiss my actual facts and you make too many excuses that hold no water.  In my CT, there are no signs that point to New England or Boston.  Our signs point to New York state and city.

Also, how you people are not on this guy's ass like you are on mine?  """"I bet its cause we white folk from New England hate NYC Niggers, like this spick who posted above me. Go fuck yourself.—The preceding unsigned comment was added by 71.162.110.60 (talk • contribs).""""  

I can only assume because he is one of you and he at least still believe in New England with Boston as it's capital.  Get your head out of your ass.  Watch you block me for those comments.  If I get blocked, that guy (you? should be blocked. """,1
"Oh GWH, you truly are the worst admin at Wikipedia. May God have mercy on your poor, pathetic, overweight, ugly soul.",1
Hey idiot. I'm simply verifying the TRUTH. Mobile17 was NOT the first to have a ringtone maker online.. Brinked was. Do some fucking research before you remove my shit. Tired of you assholes removing my hard work I'm putting into making wikipedia a relevant page.,1
"""=Reliable sources===
Cheating:
""""Barry Bonds:Cheater"""" from CBS, yea I kinda think that is reliable. 
""""Dear Barry Bonds, You are either an outright cheater or very stupid"""" from the USA Today 
""""Yes, Barry Bonds is a cheater. He is a cheater of the worst sort"""" 
Lying:
""""It's clear, Barry Bonds' a liar"""" New York Daily News, another pretty freakin' reliable source. 
""""Barry Lamar Bonds is a bad man"""" Baseball Digest 
""""but Bonds is a liar, a cheater, a whiner and a bad influence on America's youth""""  Mark Barnes

==""",1
"What a deceptive little creature you are indeed. Assuming good faith - eh? You deliberately scrubbed that because it sheds a little light on where all these race hygiene theories originated from - from your dear little country, that's where. That doesn't fit well with you, does it? So you want to create the perception to your readers that I AM THE CRANK and CONSPIRACY THEORIST, when Wikipedia's own article on Henry Ford includes that stuff about the Protocols of Zion as well.84.28.82.149",1
"You are a fool if you think Wikipedia is a respected entitity in this world. So, shut",1
"Why, the stupid blocked? 

But, I'm sorry, because of Kingdom Hearts III for PlayStation 4 and Xbox One, can you announced for PlayStation 3? 58.168.72.12",1
"SmallThingy.... 

... are you gay?

Do you frequent the Hellfire Club?

Do you shake your little tusch on the catwalk?",1
"Issues with Knox 

Knox run things like Gala Days, festivals etc. and you know what? Along Redleaf Ave and the Pacific Hwy, they illegally park. Now, I know a friend who lives on the Pcfc Hwy in Wahroonga, and the snobby bastards from Knox come along and completely block people's driveways. They can't get out! However, it's not illegal and the people of Wahroonga complain to Ku-ring-gai Council and what do they get? Nothing! It's ridiculous that bastards like that can get away with it. Somebody needs to add another section on this article talking about this issue, so that people who want to know more about the school and also people who attend the school can realise just how much arrogant and jerky they are!",1
"""back the fuck off. Take your 12 year old ass and buy some fucking Webkinz and stop trying to involve yourself in something you don't understand and act like some Internet tough guy. If I get another post from you, I'll track down your parents and have a talk with them.
, 2008

""",1
"Why don't the Wiki fascists leave my edits alone as the increase th eknwoledge base which is the basic idea of Wiki?
If my edit upsets someone's preciousness that is a problem for Wiki to address as otherwise Wiki = Hitlerism.
My Manifest determination was deleted by the homosexual clique at CAMH so that is acceptable to Wiki?
My previous edit of Liquorice poisoning deleted by the prissy original post but he incorporated my edit which is a bit deeitful isn't it? Is that the essence of Wikiism?",1
"""

Here's ONE example of McNeight-speak

Your post to Wikipedia talk:Requests for comment does not provide enough information so that anyone can review the threats and personal attacks that you claim were made by  

http://en.wikipedia.org/wiki/Wikipedia_talk:Requests_for_comment/Braaad

QUOTE from McNeight:
Wikipedia is a community. The focus is not on you or me, but the encyclopedia. Create as many user names as you want, but eventually your """"personality"""" will come through. If you can't or won't interact with people in a normal manner (hint: take a look at meta:Don't be a dick and Wikipedia:Civility for some tips on human-human interaction), then get the fuck out. McNeight  SIGNED! Because I'm not a bitter and petty authority-wannabe attention-freak coward.

I think my favorite part is: """"...get the fuck out.""""  Please protect me from this dangerous creature!!  """,1
Yea. I was sort of the local shit disturber in my young adult life. My family's from there. I went to PSS many years ago.,1
@ okay king of the Wikipedia Nazis.,1
"""
Mr LULU, Your Screed (statement) """"The latest....DAILY SLANDER"""" is a bit over the top.  You sound like a partisan, POV Pusher, instead of a NPOV editor. Such a salacious  statements shows your lack of knowledge of the word  """"Slander"""" (for the record proper usage is """"Liable""""). I question your temperament to edit on such a politically charged article. 68.251.50.5    
 A note to MR anon """"Gamaliel? (since no one knows your agenda other then your partisan picture shrine on your homepage) ... are a adult, willing to play by real world rules or are just a child, playing these dumbass games?  Calling Question LULU's temperament to edit responsible, considering his/her partisan temperament and basic understanding of the very words, which lulus likes to use is not """"personal attack"""".  To bad Wikipeida and it's admins behave as little children, instead as responsible adults.
""",1
"List of Royal College Colombo alumni and Lalith Kothalawala and Cossde 

why this person Cossde doesn't want to / trying to avoid / or shy to add the name of old royalist the no one cheater in sri lanks to the list of List of Royal College Colombo alumni. this Cossde is a sick paranoid puppy who wants only the colombo 7 royalist to be survived on internet. u are an absolute sick ass hole(  ).",1
Utterly stupid suggestion. I am sure Wikipedia is crying out for pages created for a couple of non-league footballers who when they finish playing football will probably stack shelves in Asda or work for KVA. Just de-link their names that is the solution.,1
"Oh noes, an insult on the internets! Get over yourself you moron. Being blocked doesn't affect me in the slightest, I do have a life. Encouraging users like S&P; however just might backfire on whatever topics you like to edit here. I would quite like to see how you would deal with his various issues with not really understanding any policy at all, not BLP, not NPOV, not OR, not TPO, not fucking anything really, especially now he's learned the trick from misguided pompous arses like you that it's best not to even acknowledge such concerns when presented by others, if you can play the 'mommy mommy' card. Unless of course you're as incompetent as they evidently are, in which case, a 'content' dispute between the two of you would be a sight to behold surely. Like two baboons flinging shit at each other while ostensibly visiting a museum.",1
"BAREK,

YOU ARE A RETARD, YOU DOUCHENOZZLE!!!

BLOW ME!

MikeyCMS

P.S. YOU WERE A MISTAKE and TAKE MY ACCOUNT, I DONT CARRE, AND YOU DONT CARE ME!",1
"""

It is not disruptive, and does not appear to be """"attention-seeking"""". These remarks are just argumentum ad hominem arguments, nothing more. You have zero evidence of this supposed motive on my part, and are just attacking me because we disagree on the article, an unambiguous violation of WP:AGF. 

Is there a particular article I'm working to improve? There isn't??? How do you figure? What is your basis for this accusation? Have you checked my edit history? There's lots of articles I'm constantly working to improve, as any look at my editing history shows, which flies in the face of this idiotic remark of yours. There are entire lists of articles I've created and worked on seen on my user page, including three articles I single-handedly brought to GA status. The Arthur Adams (comics) article for example, has been expanded and improved by me on an ongoing basis for the past three years, and is currently undergoing a GA examination process. These inane comments by you do nothing other than to reveal you to be an abject child and a pathological liar, one who brazenly attacks others who dares disagree with him.   """,1
"You might try to deflate your ego a bit and stop making blanket generalizations.  The IP I use is a proxy for a university of 20,000 people, plenty of other editors (yes, Macedonians too) who use it. Sometimes I just don't notice I was logged out. Does that satisfy your sensibilities? I haven't called anyone peasant or fuck off, that is your overactive imagination playing tricks on you again.    
 As for the statement, I am simply presenting the fact that it is much more informative and encyclopedic to say the 'Macedonian National Liberation Army' liberated the city, as they were the only 'communist partisans' operating in Macedonia at that time, which you could have realized yourself by reading the article on MNLA.",1
"Damn wiki admins 

What is it with all these wiki admins and THEM not being able to follow RULES and policies such as the NPOV, 3RR and rules pertaining for VANDALISM.

if anyone knows how i can get in touch directly with SENIOR Admins i would greatly appreciate it as some admins just make their owns rules up on the spot while disobeying wikipedias rules and effectivly slamming banhammers

and no, im not talking about all admins, but i am talking about quite a few admins!",1
and in the program on last night Crime Museum: The Blackout Ripper he is called a serial killer not only by experts but by the police who catched him !!!! so get your facts right you retards,1
"""

 you fool 

THERE WAS NO SUCH THING AS A """"ULTRA-NATIONALIST"""" POLITICAL PARTY IN FRANCE DURING THE REVOLUTION. FACT. You can Google all you want, but it won't change that simple fact. The abstract concepts of """"nationalism"""" or even """"ultra-nationalism"""" are one thing, but a political party? No, sorry babe. You're wrong. Embarrassingly wrong. Accept it, and move on baby boy.""",1
"i know ive been bad but EMC has been mean to me. Quote: Your name will be added here from now on when you vandalize. I'm done with you, you little punk.  . Thanks! Bugman",1
"""

 Barbarians 

The Chinese as a country are nothing but disgusting barbarians. I highly recommend every and all Chinese people to flee the horrors of the CCP before they come for YOU next! Its now official, over 20,000 Falun Gong have been murdered in this genocide but the official numbers are not certain due to the """"iron curtain"""" around China. We haven't seen such destruction and genocide since the Soviet Union! Those damn Chinese. I feel bad for the Falun Gong. I hope every CCP dies of a horrible skin disease.""",1
"""

You abused your authority by blocking me improperly,, then you refused to apologize (“So tough”), then you tried to bully me (""""Do not revert like you have been ever again. Understood?"""" and now you are threatening me (""""I'm not suggesting this time: I'm telling you: you need to change the way you edit. Now.""""). Viriditas did ask you to block me for activity that was not a violation of the three revert rule - and you agreed!. Then he and Jayjg and sockpuppet friend continued to guard the Zionist hatchet job on Yasser Arafat preventing other editors from altering it and you dutifully protected the article for them while blocking me.  You admit to being biased against me  and then you block me and protect the Zionist version of Yasser Arafat. I think the question should be, """"who the hell do you think you are?""""  06:00, 12 Dec 2004 (UTC)""",1
"Ah fuck it. I see now. looked back in Striver's records, he's a fucking islamist troll nothing more. No point bothering with him, he'll just keep popping up.",1
"He's as big of a fool as Kunstler, although at least JKG knows when to quit.71.232.157.145",1
"""

Yes, the money quote is that I'm fucking pissed off at the insistence of Richard James continually harrassing me, refusing to stop identifying my personal info. (as with posting my personal email above with website). I have vandalized nothing but to take a letter or two off of my personal name and words that lead to my personal info. in the slanderous and libelous and defaming posts of richard james. I don't give a shit that my project is not listed here. I found the whole process interesting and hilarious, though quite hypocritical. WHo can take the piss out of who here. THe article was about an art project, not me. I don't care that it's not there. It doesn't exist, nor does Bigfoot! His compromise was on day two of the original posting of the project article, a one man band who decides fist down who gets what and when, like a fascist pig. I could have campaigned for votes, but what the fuck...Before final vote and deletion, Richard James posted an article about me without my desire nor consent, and then deleted it in a violent fit of rage when I jokingly said the first article is dead at another's insistence that it should be deleted then at seven days. He's had the same hard-on ever since. As I said, I don't give a shit but that his posts are defaming, slanderous, libelous and outright insidious. His high and mighty accusational tone is what is weird and strange. All I have done in the past two days is to delete letters of my name and project, and the old username that I was attempting to expunge. Why?

""""Such posting can cause offence or embarrassment to the victim of the posting, not least because it means that their name, and any personal criticism or allegations made against them can then appear on web searches. If you have posted such information, please remove it immediately. Please then follow the link to this page and inform people there that the information was posted (but crucially, do not repost it on that page). An admin or developer can then remove the information from the archives of Wikipedia.""""

""""Wikipedia operates on the principle that every contributor has a right if they wish to remain completely anonymous. Wikipedia policy on that issue is strictly enforced. Posting private information about a user, specifically their (alleged) name and/or personal details, is strictly prohibited as harassment, and users who do that are often immediately blocked from editing Wikipedia."""" How is it vandalism to attempt to remain anonymous?! and to attempt to separate personal and professional reputation from libelous attacks?""",1
"November 2015 (UTC)
Fuck off. Your accusations are baseless, your writing style is atrocious. Prose means prose, not fluff. -   00:39, 16",1
"""Just face the truth: you can't escape it!==
User:Arilang1234 didn't edit your foul, slimy racist template, you loser. I suggest that YOU stop pretending that Manchus are ethnically Chinese. How about YOU face the undeniable truth?

And how about YOU stop making false accusations about other users?   

Following the blocking of the above user, I am very surprised that you haven't been blocked from editing Wikipedia as well given that your Manchu ethnicity template itself (as created by you) is also a blatant violation of Wikipedia policy. 96.9.180.213  

Barnstar
  The Monkey's Barnstar For pushing forward fringe views on Wikipedia, especially your foul, slimy, racist view that Manchus are ethnically Chinese. You have proven yourself to be more barbaric than this monkey. Here's a banana.

Congratulations for acting like a monkey!
Wow, so you have managed to earn The Monkey's Barnstar. You must be highly barbaric then. 209.162.35.64  

Stop making false accusations
Congratulations for calling User 77.182.67.105 the """"h word"""". Well I have news for you: User 77.182.67.105 is not ethnically Chinese. So just face the truth and stop name-calling, you racist Manchu! Otherwise, I will get my meatpuppets to stop you in your tracks!   

==""",1
"""

Dude, are you stupid? Yankees76 said hes a hero to his people, I was saying how.... Hes the first Inuk to play in the NHL, thus being a hero to his people even if hes just a disgraceful goon.
You sir, are highly uneducated. I hope one day you can go to school and realize that when somebody says """"Hes a hero to his people"""" Isn't racist. Last time I checked, Inuk wasn't even a race. Hes white /Caucasian. Seriously, your ignorance blows my mind.  """,1
"I refer to people's constantly taking the words of Jimbo as policy, the idea of removing any userbox with a political point of view is his point of view.  That's at the core of this problem, you did not notice that an admin skipped over the tfd process and speedied something when there is no rule explicitly against having an opinion in a userbox?  Rather, there is Jimbo saying there shouldn't be any.  I completely understand that he started this, but he is not owner of it, a foundation was set up, perhaps you've heard of it - the Wikimedia Foundation.  I didn't say you had that same point of view, I'm saying that I was just telling the people who do to fuck off.  I made no attack on any editor, that you perceive it as such is truly sad, but such is life.  Perhaps with time you will learn the intricacies of the language.  If one does not want personal pages on a site, one should avail oneself to modify the source code in order to remove them from the site rather than complain that they're being used.  People who overstep the proper bound of their position should die, that I have encountered multiple administrators so far doing so does lead to the desire to fuck off, but I'm not done here.",1
Smarojit Chakravarty I know your Facebook profile you are sitting with your son who is also a he/she. You are a she who likes to have sex with all Wikipedia's male administrators including smalljim. From your enemy Mridul Sharma who wants to find you and make you wear vidya balans clothes and will make you dance on ola ola ola. This is truth smarojit I know you are a she and wants have sex with  Wikipedia male admins.,1
"Did you look at the contributions of the editor I called a troll?  I called them a troll because they were trolling.  When someone's very first edit is a post on WP:AN/I accusing someone of trolling, it's pretty fucking obvious that they are not here to be productive.  But idiots like you jump in and defend them!  Amazing.  190.162.52.196",1
"""

 Controversial Remarks Alleged Calling Facebook Users """"Dumb F**ks"""" 

Quote: To avoid being blocked, instead of reverting please consider using the article's talk page to work toward making a version that represents consensus among editors. 

!!!!THAT IS WHAT I AM DOING!!!!

REFRAIN FROM DELETING THE TALK PAGE CONTRIBUTION WITHOUT PROVIDING A VALID REASON OR BETTER TIPS FOR IMPROVEMENT. AFTER ALL THIS IS ONLY THE TALK PAGE

sources for the below mentioned contribution:

 http://www.forbes.com/sites/andygreenberg/2012/02/01/is-zuckerbergs-the-hacker-way-letter-facebooks-dont-be-evil-and-will-it-live-up-to-it/
 http://gawker.com/5636765/facebook-ceo-admits-to-calling-users-dumb-fucks
 http://au.businessinsider.com/well-these-new-zuckerberg-ims-wont-help-facebooks-privacy-problems-2010-5
 http://www.theregister.co.uk/2010/05/14/facebook_trust_dumb/
 http://www.theweek.co.uk/technology/14625/are-users-%E2%80%98dumb-fucks%E2%80%99-trusting-data-facebook
 http://tdh.me/zuckerberg-called-early-facebook-users-dumb-fucks-so-what/
 http://anphicle.com/en/they-trust-me-dumb-fucks-facebook-ceo-mark-zuckerberg/
 http://www.tomsguide.com/us/Facebook-Mark-Zuckerberg-Social-Networking-privacy-security,news-6794.html
 http://au.businessinsider.com/embarrassing-and-damaging-zuckerberg-ims-confirmed-by-zuckerberg-the-new-yorker-2010-9

Other sections on Wikipedia where Controversial Remarks is valid: 

 Bryant Gumbel (section Controversial remarks)
 Mel Gibson (section Controversial remarks)
 Sherrod Brown (section Controversial remarks)
 Kent Hovind (section Controversial remarks)
 Venkaiah Naidu (section Controversial Remarks)
 Greg Gutfeld (section Controversial remarks)
 Lawrence Cannon (section Controversial remarks)
 Daniel Bernard (diplomat) (section Controversial remark)
 James R. Flynn (section Controversial remarks)

and many many more

start.

While at Harvard College 19-year-old Facebook CEO Mark Zuckerberg allegedly used login data from his social network to hack into fellow students email accounts; that evidence also included instant message transcripts where he calls facebook users """"dumb fucks"""". The alleged following exchange is between a 19-year-old Mark Zuckerberg and a friend shortly after Mark launched The Facebook in his dorm room:
 
Zuck: Yeah so if you ever need info about anyone at Harvard

Zuck: Just ask.

Zuck: I have over 4,000 emails, pictures, addresses, SNS

[Redacted Friend's Name]: What? How'd you manage that one?

Zuck: People just submitted it.

Zuck: I don't know why.

Zuck: They """"trust me""""

Zuck: Dumb fucks.

In another instant message (IM)

FRIEND: so have you decided what you are going to do about the websites?

ZUCK: yea i’m going to fuck them

ZUCK: probably in the year

ZUCK: *ear

end.""",1
"Apparently I wasn't clear enough the first time
Well it has been a while sine I your pompous flame diety has been here. However it has come to my attention that you are not living up to our standards. In otherwords fucker you are out. You live in Paterson, New Jersey and use Verizon Internet Services Inc. 

WE ARE LEGION

WE DO NOT FORGIVE

WE DO NOT FORGET

EXPECT US 

  

Apparently I wasn't clear enough the first time
Well it has been a while sine I your pompous flame diety has been here. However it has come to my attention that you are not living up to our standards. In otherwords fucker you are out. You live in Paterson, New Jersey and use Verizon Internet Services Inc. 

WE ARE LEGION

WE DO NOT FORGIVE

WE DO NOT FORGET

EXPECT US 

  

Apparently I wasn't clear enough the first time
Well it has been a while sine I your pompous flame diety has been here. However it has come to my attention that you are not living up to our standards. In otherwords fucker you are out. You live in Paterson, New Jersey and use Verizon Internet Services Inc. 

WE ARE LEGION

WE DO NOT FORGIVE

WE DO NOT FORGET

EXPECT US 

  

Apparently I wasn't clear enough the first time
Well it has been a while sine I your pompous flame diety has been here. However it has come to my attention that you are not living up to our standards. In otherwords fucker you are out. You live in Paterson, New Jersey and use Verizon Internet Services Inc. 

WE ARE LEGION

WE DO NOT FORGIVE

WE DO NOT FORGET

EXPECT US 

  

Apparently I wasn't clear enough the first time
Well it has been a while sine I your pompous flame diety has been here. However it has come to my attention that you are not living up to our standards. In otherwords fucker you are out. You live in Paterson, New Jersey and use Verizon Internet Services Inc. 

WE ARE LEGION

WE DO NOT FORGIVE

WE DO NOT FORGET

EXPECT US 

  

Apparently I wasn't clear enough the first time
Well it has been a while sine I your pompous flame diety has been here. However it has come to my attention that you are not living up to our standards. In otherwords fucker you are out. You live in Paterson, New Jersey and use Verizon Internet Services Inc. 

WE ARE LEGION

WE DO NOT FORGIVE

WE DO NOT FORGET

EXPECT US 

  

Apparently I wasn't clear enough the first time
Well it has been a while sine I your pompous flame diety has been here. However it has come to my attention that you are not living up to our standards. In otherwords fucker you are out. You live in Paterson, New Jersey and use Verizon Internet Services Inc. 

WE ARE LEGION

WE DO NOT FORGIVE

WE DO NOT FORGET

EXPECT US 

  

Apparently I wasn't clear enough the first time
Well it has been a while sine I your pompous flame diety has been here. However it has come to my attention that you are not living up to our standards. In otherwords fucker you are out. You live in Paterson, New Jersey and use Verizon Internet Services Inc. 

WE ARE LEGION

WE DO NOT FORGIVE

WE DO NOT FORGET

EXPECT US 

  

Apparently I wasn't clear enough the first time
Well it has been a while sine I your pompous flame diety has been here. However it has come to my attention that you are not living up to our standards. In otherwords fucker you are out. You live in Paterson, New Jersey and use Verizon Internet Services Inc. 

WE ARE LEGION

WE DO NOT FORGIVE

WE D",1
You're very foolish you know that - right if you want confirmation just visit the official FC Internazionale Milano webpage for news of his signing! Are you daft? He has already been issued with a number (77) at Inter.,1
"""
OlYeller wrote: """"while all you have done is call me names.""""  As is clear to anyone who can read all the above, you're lying.  I've done MORE than justifiably calling you a dick.  I've pointed out where you made falsehoods.  I've also answered a person's question about evidence for the second annual event (providing three FB URLs).  Please stop lying, dick.  """,1
"If it WAS released, where's the proof? That site is not proof. If it was released, it sould still be available. It's not available AAAANNNNYYYYWWWWHHHHEEEERRRREEEE in the entire of Europe! So give me proof it was released, without using some stupid piece of crap like cdwow, and nothing else. It should be on Amazon, it should be on Woolworths, HMV, etc. It's not on anything.",1
